batch_id,elapsed_time_h,ml_anomaly_score,ml_threshold,is_ml_anomaly
ASSESS_001,0,0.4327319709090686,0.5548645973279172,False
ASSESS_001,1,0.4818007543688036,0.5548645973279172,False
ASSESS_001,2,0.498303342327852,0.5548645973279172,False
ASSESS_001,3,0.43560409891654517,0.5548645973279172,False
ASSESS_001,4,0.40586200315675214,0.5548645973279172,False
ASSESS_001,5,0.45578630752442717,0.5548645973279172,False
ASSESS_001,6,0.45616170315055204,0.5548645973279172,False
ASSESS_001,7,0.517168509253304,0.5548645973279172,False
ASSESS_001,8,0.46690523601201583,0.5548645973279172,False
ASSESS_001,9,0.46202269946076824,0.5548645973279172,False
ASSESS_001,10,0.485456145313385,0.5548645973279172,False
ASSESS_001,11,0.42031359233606724,0.5548645973279172,False
ASSESS_001,12,0.47235172807112535,0.5548645973279172,False
ASSESS_001,13,0.4101578430078827,0.5548645973279172,False
ASSESS_001,14,0.4397970119410057,0.5548645973279172,False
ASSESS_001,15,0.5026200623830683,0.5548645973279172,False
ASSESS_001,16,0.40501557863746507,0.5548645973279172,False
ASSESS_001,17,0.4462460689763306,0.5548645973279172,False
ASSESS_001,18,0.45156809348252497,0.5548645973279172,False
ASSESS_001,19,0.44896250090748835,0.5548645973279172,False
ASSESS_001,20,0.42021973962778203,0.5548645973279172,False
ASSESS_001,21,0.47111566984028536,0.5548645973279172,False
ASSESS_001,22,0.5047101896424147,0.5548645973279172,False
ASSESS_001,23,0.4246770767124068,0.5548645973279172,False
ASSESS_001,24,0.4695233164412075,0.5548645973279172,False
ASSESS_001,25,0.482938009690532,0.5548645973279172,False
ASSESS_001,26,0.46592589316937444,0.5548645973279172,False
ASSESS_001,27,0.4843939762770461,0.5548645973279172,False
ASSESS_001,28,0.45270547592532007,0.5548645973279172,False
ASSESS_001,29,0.4670865942806216,0.5548645973279172,False
ASSESS_001,30,0.6443044920524655,0.5548645973279172,True
ASSESS_001,31,0.5133692828725619,0.5548645973279172,False
ASSESS_001,32,0.44566888459839993,0.5548645973279172,False
ASSESS_001,33,0.5275810981367525,0.5548645973279172,False
ASSESS_001,34,0.4723971122632826,0.5548645973279172,False
ASSESS_001,35,0.5737755767600414,0.5548645973279172,True
ASSESS_001,36,0.5134147048524945,0.5548645973279172,False
ASSESS_001,37,0.48788937118238584,0.5548645973279172,False
ASSESS_001,38,0.5734135663599002,0.5548645973279172,True
ASSESS_001,39,0.5181612093716511,0.5548645973279172,False
ASSESS_001,40,0.45452118132915675,0.5548645973279172,False
ASSESS_001,41,0.43548167208455707,0.5548645973279172,False
ASSESS_001,42,0.5389998925033459,0.5548645973279172,False
ASSESS_001,43,0.5547719120122379,0.5548645973279172,False
ASSESS_001,44,0.5178279472310869,0.5548645973279172,False
ASSESS_001,45,0.5345625354097053,0.5548645973279172,False
ASSESS_001,46,0.5057272523250083,0.5548645973279172,False
ASSESS_001,47,0.4770981365690699,0.5548645973279172,False
ASSESS_001,48,0.5512658066819062,0.5548645973279172,False
ASSESS_001,49,0.4421892002663786,0.5548645973279172,False
ASSESS_001,50,0.4455193466004665,0.5548645973279172,False
ASSESS_001,51,0.42102461652192846,0.5548645973279172,False
ASSESS_001,52,0.5125137280255647,0.5548645973279172,False
ASSESS_001,53,0.459070072239452,0.5548645973279172,False
ASSESS_001,54,0.4676717109524825,0.5548645973279172,False
ASSESS_001,55,0.5134107881886896,0.5548645973279172,False
ASSESS_001,56,0.5044046119377902,0.5548645973279172,False
ASSESS_001,57,0.45228351047999515,0.5548645973279172,False
ASSESS_001,58,0.5256950171544374,0.5548645973279172,False
ASSESS_001,59,0.44069489321486083,0.5548645973279172,False
ASSESS_001,60,0.4901251979692663,0.5548645973279172,False
ASSESS_001,61,0.51743511259222,0.5548645973279172,False
ASSESS_001,62,0.5264670585868788,0.5548645973279172,False
ASSESS_001,63,0.5256666981793291,0.5548645973279172,False
ASSESS_001,64,0.5319547095778467,0.5548645973279172,False
ASSESS_001,65,0.446961658458667,0.5548645973279172,False
ASSESS_001,66,0.4461185670344987,0.5548645973279172,False
ASSESS_001,67,0.4120816033107698,0.5548645973279172,False
ASSESS_001,68,0.45507744013123325,0.5548645973279172,False
ASSESS_001,69,0.45627170705391273,0.5548645973279172,False
ASSESS_001,70,0.5070328615032791,0.5548645973279172,False
ASSESS_001,71,0.49055756590903754,0.5548645973279172,False
ASSESS_001,72,0.44939264755925384,0.5548645973279172,False
ASSESS_001,73,0.45973916297423556,0.5548645973279172,False
ASSESS_001,74,0.47559742615116973,0.5548645973279172,False
ASSESS_001,75,0.5393408910285814,0.5548645973279172,False
ASSESS_001,76,0.4490026591631514,0.5548645973279172,False
ASSESS_001,77,0.5379493546284864,0.5548645973279172,False
ASSESS_001,78,0.5048743872781399,0.5548645973279172,False
ASSESS_001,79,0.5190378080774101,0.5548645973279172,False
ASSESS_001,80,0.5467843638641813,0.5548645973279172,False
ASSESS_001,81,0.4188118198317663,0.5548645973279172,False
ASSESS_001,82,0.5425423690726995,0.5548645973279172,False
ASSESS_001,83,0.5071059637628418,0.5548645973279172,False
ASSESS_001,84,0.43165382505694394,0.5548645973279172,False
ASSESS_001,85,0.49581996507943604,0.5548645973279172,False
ASSESS_001,86,0.4219066436080026,0.5548645973279172,False
ASSESS_001,87,0.4641378791854513,0.5548645973279172,False
ASSESS_001,88,0.4422940997773407,0.5548645973279172,False
ASSESS_001,89,0.5448615625268032,0.5548645973279172,False
ASSESS_001,90,0.5564468514429664,0.5548645973279172,True
ASSESS_001,91,0.495810425449797,0.5548645973279172,False
ASSESS_001,92,0.4631083162982044,0.5548645973279172,False
ASSESS_001,93,0.4206289727946649,0.5548645973279172,False
ASSESS_001,94,0.4355151348053126,0.5548645973279172,False
ASSESS_001,95,0.4746677477936758,0.5548645973279172,False
ASSESS_001,96,0.49977578429669484,0.5548645973279172,False
ASSESS_001,97,0.483305938376585,0.5548645973279172,False
ASSESS_001,98,0.4784032068670874,0.5548645973279172,False
ASSESS_001,99,0.5053107484239826,0.5548645973279172,False
ASSESS_001,100,0.49946448818855205,0.5548645973279172,False
ASSESS_001,101,0.47767070081645885,0.5548645973279172,False
ASSESS_001,102,0.45172024342017364,0.5548645973279172,False
ASSESS_001,103,0.4710607533158104,0.5548645973279172,False
ASSESS_001,104,0.5915698061283376,0.5548645973279172,True
ASSESS_001,105,0.4875523537381378,0.5548645973279172,False
ASSESS_001,106,0.5284821746798848,0.5548645973279172,False
ASSESS_001,107,0.47458308682693623,0.5548645973279172,False
ASSESS_001,108,0.5150581341311794,0.5548645973279172,False
ASSESS_001,109,0.4774771122429349,0.5548645973279172,False
ASSESS_001,110,0.4168364739125892,0.5548645973279172,False
ASSESS_001,111,0.4361938140257601,0.5548645973279172,False
ASSESS_001,112,0.4866943949575986,0.5548645973279172,False
ASSESS_001,113,0.48404122397256094,0.5548645973279172,False
ASSESS_001,114,0.4271488820328356,0.5548645973279172,False
ASSESS_001,115,0.46994328497268884,0.5548645973279172,False
ASSESS_001,116,0.5272047220098726,0.5548645973279172,False
ASSESS_001,117,0.5395176191797122,0.5548645973279172,False
ASSESS_001,118,0.45824592273771625,0.5548645973279172,False
ASSESS_001,119,0.41668003314012714,0.5548645973279172,False
ASSESS_001,120,0.6232147945382945,0.5548645973279172,True
ASSESS_001,121,0.5245016566683963,0.5548645973279172,False
ASSESS_001,122,0.6373632325377712,0.5548645973279172,True
ASSESS_001,123,0.5906991820579753,0.5548645973279172,True
ASSESS_001,124,0.5737205507781442,0.5548645973279172,True
ASSESS_001,125,0.5646380720862942,0.5548645973279172,True
ASSESS_001,126,0.6320412211068024,0.5548645973279172,True
ASSESS_001,127,0.6056157527568878,0.5548645973279172,True
ASSESS_001,128,0.6090636349599375,0.5548645973279172,True
ASSESS_001,129,0.5820844707335002,0.5548645973279172,True
ASSESS_001,130,0.595463733729529,0.5548645973279172,True
ASSESS_001,131,0.5890458593796511,0.5548645973279172,True
ASSESS_001,132,0.6478196205260515,0.5548645973279172,True
ASSESS_001,133,0.5376380311844973,0.5548645973279172,False
ASSESS_001,134,0.542863373746645,0.5548645973279172,False
ASSESS_001,135,0.5406987909974359,0.5548645973279172,False
ASSESS_001,136,0.5998513820599725,0.5548645973279172,True
ASSESS_001,137,0.6073453743126928,0.5548645973279172,True
ASSESS_001,138,0.5697762116954342,0.5548645973279172,True
ASSESS_001,139,0.5660201286769435,0.5548645973279172,True
ASSESS_001,140,0.5937119810435062,0.5548645973279172,True
ASSESS_001,141,0.5954083863716805,0.5548645973279172,True
ASSESS_001,142,0.64014145027019,0.5548645973279172,True
ASSESS_001,143,0.5781146389262569,0.5548645973279172,True
ASSESS_001,144,0.5735513342943616,0.5548645973279172,True
ASSESS_001,145,0.5640472073975928,0.5548645973279172,True
ASSESS_001,146,0.5201313808071567,0.5548645973279172,False
ASSESS_001,147,0.4833683598581223,0.5548645973279172,False
ASSESS_001,148,0.44332952808465176,0.5548645973279172,False
ASSESS_001,149,0.46769718161048685,0.5548645973279172,False
ASSESS_001,150,0.4449102918228933,0.5548645973279172,False
ASSESS_001,151,0.4581974960053884,0.5548645973279172,False
ASSESS_001,152,0.48632947143465605,0.5548645973279172,False
ASSESS_001,153,0.450923775618944,0.5548645973279172,False
ASSESS_001,154,0.5342100566788652,0.5548645973279172,False
ASSESS_001,155,0.5466860927363867,0.5548645973279172,False
ASSESS_001,156,0.4437537618423326,0.5548645973279172,False
ASSESS_001,157,0.5035028625581799,0.5548645973279172,False
ASSESS_001,158,0.45308798960489177,0.5548645973279172,False
ASSESS_001,159,0.43284180559262925,0.5548645973279172,False
ASSESS_001,160,0.4642826475503954,0.5548645973279172,False
ASSESS_001,161,0.5039571931825955,0.5548645973279172,False
ASSESS_001,162,0.46907620303512115,0.5548645973279172,False
